LPM,@@case_index-count,@@case_index-max,@@case_index-mean,@@case_index-median,@@case_index-min,@@case_index-sum,@@index-count,@@index-max,@@index-mean,@@index-median,@@index-min,@@index-sum,case2-2011-10-01,case2-2011-10-05,case2-2011-10-06,case2-2011-10-12,case2-2011-10-13,case2-2011-10-19,case2-2011-10-22,case2-2011-10-24,case2-2011-10-25,case2-2011-10-26,case2-2011-10-27,case2-2011-10-31,case2-2011-11-15,case2-2011-11-18,case2-2011-11-23,case2-2011-11-25,case2-2011-11-26,case2-2011-11-29,case2-2011-11-30,case2-2011-12-02,case2-2011-12-07,case2-2011-12-08,case2-2011-12-09,case2-2011-12-13,case2-2011-12-15,case2-2011-12-17,case2-2011-12-18,case2-2011-12-20,case2-2011-12-21,case2-2011-12-22,case2-2011-12-27,case2-2011-12-29,case2-2011-12-30,case2-2011-12-31,case2-2012-01-03,case2-2012-01-04,case2-2012-01-05,case2-2012-01-06,case2-2012-01-08,case2-2012-01-09,case2-2012-01-10,case2-2012-01-11,case2-2012-01-12,case2-2012-01-14,case2-2012-01-20,case2-2012-01-22,case2-2012-01-27,case2-2012-01-29,case2-2012-01-30,concept:name-A_ACCEPTED,concept:name-A_CANCELLED,concept:name-A_DECLINED,concept:name-A_FINALIZED,concept:name-A_PREACCEPTED,concept:name-O_CANCELLED,concept:name-O_CREATED,concept:name-O_SELECTED,concept:name-O_SENT,concept:name-W_Afhandelen leads,concept:name-W_Completeren aanvraag,concept:name-W_Nabellen incomplete dossiers,concept:name-W_Nabellen offertes,concept:name-W_Valideren aanvraag,lifecycle:transition-COMPLETE,lifecycle:transition-SCHEDULE,lifecycle:transition-START,org:resource-10939,time:timestamp-count,time:timestamp-max,time:timestamp-mean,time:timestamp-median,time:timestamp-min,time:timestamp-sum
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.1666024653312789,0.08242296918767507,0.08200280112044818,0.0,0.1184797154236651,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13205128205128205,0.0,0.0,0.12394705174488568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666608527317,0.09643290441653442,0.09643290312339399,0.0,0.12371853412682161
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED),0.0751555287979129,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.08066995282768856,0.0751555287979129,0.1666024653312789,0.09446778711484594,0.08991596638655462,0.012850929221035983,0.08137542823876191,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.0625,0.06666666666666667,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.07729468599033816,0.1111111111111111,0.08333333333333333,0.0,0.12260536398467432,0.09523809523809523,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.06837606837606837,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.060841423948220064,0.0,0.0,0.06025641025641026,0.0,0.0,0.056558363417569195,0.056558363417569195,0.0,0.0,0.0,0.0,0.0,0.0,0.0751555287979129,0.0,0.0,0.0751555287979129,0.0751555287979129,0.16666666608527317,0.10824646231324762,0.10824646087446511,0.029907389340304954,0.07518561211749565
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_CREATED | O_SENT),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_CREATED | O_SENT)(O_SELECTED | O_CREATED),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_CREATED | O_SENT)(O_SELECTED | O_SENT),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_CREATED),0.0751555287979129,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.08066995282768856,0.0751555287979129,0.1666024653312789,0.09446778711484594,0.08991596638655462,0.012850929221035983,0.08137542823876191,0.0,0.0,0.0,0.0,0.0,0.05228758169934641,0.16666666666666666,0.1111111111111111,0.05555555555555555,0.0,0.0,0.0,0.08333333333333333,0.06666666666666667,0.0625,0.06666666666666667,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.05555555555555555,0.0,0.07729468599033816,0.1111111111111111,0.08333333333333333,0.0,0.12260536398467432,0.09523809523809523,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.0,0.06837606837606837,0.0,0.09876543209876543,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.060841423948220064,0.0,0.0,0.06025641025641026,0.0,0.0,0.056558363417569195,0.056558363417569195,0.0,0.0,0.0,0.0,0.0,0.0,0.0751555287979129,0.0,0.0,0.0751555287979129,0.0751555287979129,0.16666666608527317,0.10824646231324762,0.10824646087446511,0.029907389340304954,0.07518561211749565
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SELECTED)(O_SELECTED | O_SENT),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(A_FINALIZED | O_SENT)(O_CREATED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(O_CREATED | O_SENT),0.12372065021071643,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.11899083055069698,0.12372065021071643,0.16666666666666666,0.08249299719887955,0.08207282913165266,0.0,0.11853511864441015,0.125,0.0,0.125,0.125,0.0,0.11764705882352942,0.125,0.125,0.125,0.125,0.07407407407407407,0.125,0.125,0.125,0.125,0.125,0.0,0.125,0.0909090909090909,0.125,0.125,0.125,0.08333333333333333,0.08695652173913043,0.125,0.125,0.0,0.1149425287356322,0.09523809523809523,0.125,0.125,0.125,0.125,0.047619047619047616,0.10256410256410257,0.0,0.12345679012345678,0.0,0.0,0.0,0.07407407407407407,0.1111111111111111,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.0,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.12372065021071643,0.0,0.0,0.12372065021071643,0.12372065021071643,0.16666666666666666,0.0964333697944204,0.09643336845836444,0.0,0.12371853615977747
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(O_CREATED | O_SENT)(O_SELECTED | O_CREATED),0.1547260686333534,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.14876503948693484,0.1547260686333534,0.16666666666666666,0.08249299719887955,0.07801120448179272,0.0,0.14817043127223253,0.15625,0.0,0.15625,0.15625,0.0,0.14705882352941177,0.15625,0.15625,0.15625,0.15625,0.0925925925925926,0.15625,0.15625,0.15625,0.15625,0.15625,0.0,0.15625,0.11363636363636363,0.15625,0.15625,0.15625,0.10416666666666667,0.10869565217391304,0.15625,0.15625,0.0,0.14367816091954022,0.11904761904761905,0.15625,0.15625,0.15625,0.15625,0.05952380952380953,0.12820512820512822,0.0,0.15432098765432098,0.0,0.0,0.0,0.0925925925925926,0.1388888888888889,0.15625,0.15625,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.09296028880866426,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.1547260686333534,0.0,0.0,0.1547260686333534,0.1547260686333534,0.16666666666666666,0.09643363104376389,0.09643362955750308,0.0,0.15472344564685794
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(O_CREATED | O_SENT)(O_SELECTED | O_SENT),0.1547260686333534,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.14876503948693484,0.1547260686333534,0.16666666666666666,0.08249299719887955,0.07801120448179272,0.0,0.14817043127223253,0.15625,0.0,0.15625,0.15625,0.0,0.14705882352941177,0.15625,0.15625,0.15625,0.15625,0.0925925925925926,0.15625,0.15625,0.15625,0.15625,0.15625,0.0,0.15625,0.11363636363636363,0.15625,0.15625,0.15625,0.10416666666666667,0.10869565217391304,0.15625,0.15625,0.0,0.14367816091954022,0.11904761904761905,0.15625,0.15625,0.15625,0.15625,0.05952380952380953,0.12820512820512822,0.0,0.15432098765432098,0.0,0.0,0.0,0.0925925925925926,0.1388888888888889,0.15625,0.15625,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,0.0,0.0,0.09903846153846153,0.0,0.0,0.09296028880866426,0.09296028880866426,0.09296028880866426,0.0,0.0,0.0,0.0,0.0,0.1547260686333534,0.0,0.0,0.1547260686333534,0.1547260686333534,0.16666666666666666,0.09643363104376389,0.09643362955750308,0.0,0.15472344564685794
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_CREATED)(O_SELECTED | O_CREATED),0.16506120810756572,0.16666666666666666,0.07657657657657659,0.04054054054054054,0.0,0.15868977579901414,0.16506120810756572,0.1666024653312789,0.08242296918767507,0.07976190476190477,0.0,0.15799346559409494,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.1568627450980392,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.09876543209876543,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.12121212121212122,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1111111111111111,0.11594202898550725,0.16666666666666666,0.16666666666666666,0.0,0.1532567049808429,0.12698412698412698,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.06349206349206349,0.13675213675213674,0.0,0.1646090534979424,0.0,0.0,0.0,0.09876543209876543,0.14814814814814814,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.13205128205128205,0.0,0.0,0.12394705174488568,0.12394705174488568,0.0,0.0,0.0,0.0,0.0,0.0,0.16506120810756572,0.0,0.0,0.16506120810756572,0.16506120810756572,0.16666666608527317,0.09643334734950759,0.09643334594907808,0.0,0.1650584134429289
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.1665382639958911,0.09439775910364145,0.09089635854341736,0.012850929221035983,0.07625986418996956,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.07605177993527508,0.0,0.0,0.07532051282051282,0.0,0.0,0.0,0.07069795427196149,0.0,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666566345145017,0.10824602525972578,0.10824602399260592,0.029907389340304954,0.07046769176603922
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_SENT),0.056291390728476824,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.060475963322202786,0.056291390728476824,0.16666666666666666,0.09446778711484594,0.09138655462184875,0.012850929221035983,0.06102506057923779,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.125,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0625,0.049999999999999996,0.046875,0.049999999999999996,0.0,0.08333333333333333,0.0,0.0,0.125,0.041666666666666664,0.0,0.057971014492753624,0.08333333333333333,0.0625,0.0,0.09195402298850575,0.07142857142857142,0.0,0.0625,0.0625,0.125,0.0,0.05128205128205129,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.0,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.056291390728476824,0.0,0.0,0.056291390728476824,0.056291390728476824,0.16666666666666666,0.10824646269948895,0.10824646166840562,0.029907389340304954,0.056313935068416136
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_SENT)(O_CREATED | O_SENT)(O_SELECTED | O_CREATED),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_SENT)(O_SELECTED | O_CREATED),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(A_FINALIZED | O_SENT)(O_SELECTED | O_SENT),0.056291390728476824,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.060475963322202786,0.056291390728476824,0.16666666666666666,0.09446778711484594,0.09138655462184875,0.012850929221035983,0.06102506057923779,0.0,0.0,0.0,0.0,0.0,0.0392156862745098,0.125,0.08333333333333333,0.041666666666666664,0.0,0.0,0.0,0.0625,0.049999999999999996,0.046875,0.049999999999999996,0.0,0.08333333333333333,0.0,0.0,0.125,0.041666666666666664,0.0,0.057971014492753624,0.08333333333333333,0.0625,0.0,0.09195402298850575,0.07142857142857142,0.0,0.0625,0.0625,0.125,0.0,0.05128205128205129,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.041666666666666664,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.0,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.056291390728476824,0.0,0.0,0.056291390728476824,0.056291390728476824,0.16666666666666666,0.10824646269948895,0.10824646166840562,0.029907389340304954,0.056313935068416136
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(A_PREACCEPTED | A_FINALIZED),9.030704394942806E-4,0.16666666666666666,0.12612612612612614,0.13513513513513514,0.048780487804878044,0.0016254129785692832,9.030704394942806E-4,0.1665382639958911,0.13032212885154063,0.13032212885154063,0.03868459206537498,0.001675947427537565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,9.708737864077671E-4,0.0,0.0,9.615384615384616E-4,0.04545454545454545,0.0,0.0,9.025270758122743E-4,0.0,0.0,0.0,0.0,0.0,0.0,9.030704394942806E-4,0.0,0.0,9.030704394942806E-4,9.030704394942806E-4,0.16666566345145017,0.13527714588345843,0.13527714591425022,0.07405357226694835,9.046255075170682E-4
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(O_CREATED | O_SENT)(O_SELECTED | O_CREATED),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
(A_ACCEPTED | A_FINALIZED)(A_FINALIZED | O_SELECTED)(O_CREATED | O_SENT)(O_SELECTED | O_CREATED)(O_SELECTED | O_SENT),0.07043949428055389,0.16666666666666666,0.0900900900900901,0.04054054054054054,0.02032520325203252,0.07562145545131711,0.07043949428055389,0.16666666666666666,0.09446778711484594,0.09103641456582633,0.012850929221035983,0.07631072261526287,0.0,0.0,0.0,0.0,0.0,0.049019607843137254,0.15625,0.10416666666666667,0.052083333333333336,0.0,0.0,0.0,0.078125,0.0625,0.05859375,0.0625,0.0,0.10416666666666667,0.0,0.0,0.15625,0.052083333333333336,0.0,0.07246376811594203,0.10416666666666667,0.078125,0.0,0.1149425287356322,0.08928571428571429,0.0,0.078125,0.078125,0.15625,0.0,0.06410256410256411,0.0,0.0925925925925926,0.0,0.0,0.0,0.0,0.052083333333333336,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.045631067961165055,0.0,0.0,0.04519230769230769,0.0,0.0,0.042418772563176894,0.042418772563176894,0.042418772563176894,0.0,0.0,0.0,0.0,0.0,0.07043949428055389,0.0,0.0,0.07043949428055389,0.07043949428055389,0.16666666666666666,0.10824672482860437,0.1082467233254484,0.029907389340304954,0.07046769350920228
