ID	Trace Variant (tv) Count	Activities Count	tv Sum	tv Min Size	tv Max Size	tv Average Size	tv Median Size
06300480-805d-4bbc-b1c2-9c6b9a056fa3	647	14	2763	2	28	4	3
5c2f7010-ba7d-4530-81fc-1a98776e0f07	647	14	2763	2	28	4	3
ea0db2a7-72d2-4e5c-bde1-9f43014cdd5a	647	14	2763	2	28	4	3
72167525-39a0-4c28-aa59-9df692668159	647	14	2763	2	28	4	3
6e4f8ec4-dc5b-44f1-b385-375020ab1873	647	14	2763	2	28	4	3
fe6ba173-6bfc-4072-bb8c-8e0c591a126e	647	14	2763	2	28	4	3
7cfe7373-3ff7-48b3-8a05-4597df162945	647	23	2763	2	28	4	3
fde9039f-1894-459e-b711-ee2929d8ba89	647	23	2763	2	28	4	3
0497c544-84d5-4f03-a25c-6c06b82204ca	647	23	2763	2	28	4	3
a516e186-cb4e-47f8-bfe5-7cb232dab127	647	23	2763	2	28	4	3
0a0d9ed4-e150-43ab-9b72-b1f9e172c2ad	647	23	2763	2	28	4	3
37a190c1-7e0b-46d8-a1f6-3cdf13795ae2	150370	13	862210	4	22	5	7
2fcbeea7-12c3-441c-8e0a-16a0672e5041	150370	13	862210	4	22	5	7
57e42cc8-fe6a-4411-b415-5467ae4df525	150370	13	862210	4	22	5	7
78ede021-765a-4cdb-9e67-e688609eba7e	150370	13	862210	4	22	5	7
c65a6353-dbc2-43d0-b6c9-42b3943151a4	150370	13	862210	4	22	5	7
02c2b830-bab1-492a-bcbb-27a63a5e3017	150370	13	862210	4	22	5	7
5b5a1844-fbd7-4ba6-88ca-d4b0cf8c29b9	150370	13	862210	4	22	5	7
086f4a46-d61d-4237-a017-5a76b06e01e6	150370	13	862210	4	22	5	7
7c50d1ff-83be-4006-8f1a-74dc21c7f549	150370	13	862210	4	22	5	7
aeecb460-1cf0-409c-a1cb-7be624502fe8	150370	13	862210	4	22	5	7
ff1364d9-86bc-4b83-a311-dd9d15e86940	150370	13	862210	4	22	5	7
41aea741-87af-4588-a612-602dda7b2b90	150370	13	862210	4	22	5	7
ba44335d-f768-44c4-b700-646524f1612a	150370	13	862210	4	22	5	7
1fef34e2-266f-4ca2-8d2e-b9b77835fe19	150370	13	862210	4	22	5	7
11ad3fab-32fa-4d2a-8430-e9836a7803a4	150370	13	862210	4	22	5	7
a781f605-c6f5-4a3b-ba9f-9dcaa9396d0c	13087	24	262200	3	175	20	11
c3ec42d8-53b8-4a91-86c3-f2ab46302551	13087	24	262200	3	175	20	11
59cd07e2-a67a-47b6-8f3f-fe2eea4ae434	13087	24	262200	3	175	20	11
c35322d8-6835-4594-b473-faabff748b84	13087	24	262200	3	175	20	11
92b41f4c-002a-4e5d-8a6a-9009f48755b5	13087	24	262200	3	175	20	11
4a27e806-bdbf-4548-bf59-30414bc85452	13087	24	262200	3	175	20	11
5df030de-675a-4853-a277-ea471b0d6b8a	13087	24	262200	3	175	20	11
5c354c71-3156-4565-8743-96274ad35da7	13087	24	262200	3	175	20	11
7a48a376-ca23-4039-9372-18d98ec71401	13087	24	262200	3	175	20	11
ad1cb7a4-39da-4f64-8a34-a698e1508688	13087	24	262200	3	175	20	11
372840d7-5870-4db5-b8b9-00dc97f1fe1f	13087	24	262200	3	175	20	11
06dc4a63-34da-4947-86b5-ae4a198985fa	13087	24	262200	3	175	20	11
61d7b27b-000d-40ed-8659-044f8103dcb8	13087	24	262200	3	175	20	11
fdf1736b-c2d1-4a63-81a1-cbff46e0469a	13087	24	262200	3	175	20	11
a852370f-5bc4-46eb-9a93-483c00b267e7	13087	24	262200	3	175	20	11
228dddc3-417a-4fd5-a3a2-b19879102d8e	2	7	45	20	25	22	22
2078a7ab-7386-490b-9a95-558d071a8f59	2	7	45	20	25	22	22
ef5257be-fd44-4863-a96b-10381bfac214	2	7	45	20	25	22	22
126c2a59-d782-4665-bb03-29b80e36547e	2	7	45	20	25	22	22
e65d3563-d519-400f-b60f-d3edb90f8d4d	2	7	45	20	25	22	22
b201b154-a33f-4f2c-8a5d-239971cdc314	2	7	45	20	25	22	22
d0f73a03-f341-416a-9009-dec0524e52bc	2	7	45	20	25	22	22
00364cf2-9eb6-4f6b-9408-4a00197b3d07	2	7	45	20	25	22	22
285c2758-4d92-4563-be66-a23bda5b5708	2	7	45	20	25	22	22
5ea702fc-ef6f-494a-be85-89ad6a5c7266	2	7	45	20	25	22	22
c5fb7a80-3572-4905-9048-f5c57ceed7a3	2	7	45	20	25	22	22
7f3bc9cb-d4d0-4688-917d-848011688f7f	2	7	45	20	25	22	22
1af90d2c-9f7e-4c1b-9f5a-fb0c1410d331	2	7	45	20	25	22	22
4371dd19-349f-4170-b97f-553f2ecb3d9f	2	7	45	20	25	22	22
05fbdd23-38da-4c6c-9678-502966cf9ef8	2	7	45	20	25	22	22
4873576c-d558-4657-811d-8c4749c8c9da	251734	42	1595923	1	990	6	5
6974e9f9-b906-40a9-b20a-b380f97a4a90	251734	42	1595923	1	990	6	5
248c21f1-38c7-4ff3-8803-75bd7af15809	100	13	1666	9	39	16	15
2d53f7a8-b73b-4328-9657-f3af2d7aa64d	100	13	1666	9	39	16	15
80905151-85d7-4dc1-8daf-1a7f9096b5ae	100	13	1666	9	39	16	15
abe5c332-9b31-4afd-b3df-818ef92a8d73	100	13	1666	9	39	16	15
d50f4fa0-d819-4978-a8f9-b871132347de	100	13	1666	9	39	16	15
16ae0582-576e-4dce-bb60-ee59a9e8f5ee	647	23	2763	2	28	4	3
4b09910a-334a-45b8-9acc-b7cb90a6c851	647	23	2763	2	28	4	3
0b981b6e-4a7b-4a9f-a848-76a09ebcbc4c	647	23	2763	2	28	4	3
16cfd4c4-2a83-48dd-9bec-2f743d1e05a6	647	23	2763	2	28	4	3
21f1932a-dda7-492f-b1e2-892cad84a260	647	23	2763	2	28	4	3
dd4004c9-1bc6-4a94-9f3b-e17f379e63ec	647	23	2763	2	28	4	3
c6b2137a-969f-4b81-88d1-e959fbf3e622	647	23	2763	2	28	4	3
7a0de2ca-cf59-4fb3-b2a3-634c3d065376	647	23	2763	2	28	4	3
2cfac8a5-69c6-4eae-8568-1439881be119	647	23	2763	2	28	4	3
6391b865-1332-4bc0-85ae-7419cbffbfbd	647	23	2763	2	28	4	3
e0452c3d-5ef3-4fba-99fa-495476fea217	647	23	2763	2	28	4	3
7ff32281-74c5-4627-b46f-852b452be5d7	647	23	2763	2	28	4	3
878e0765-9c7f-4f36-897a-417feb15542a	647	23	2763	2	28	4	3
609c8023-0b78-499a-9c1a-234d88f14495	647	23	2763	2	28	4	3
428464d7-52e3-4caf-8333-7c89bfafe58b	647	23	2763	2	28	4	3
f26d8910-c908-43fd-8388-f6cfdbb4327a	647	23	2763	2	28	4	3
3d90eed9-2798-4371-9809-e62a996614c1	647	23	2763	2	28	4	3
6855990e-720b-45de-95e6-b12ccdf32ed0	5	4	15	3	3	3	3
d2c53113-9605-47ea-b3cf-232a3759de87	5	4	15	3	3	3	3
8d331ba5-f4bc-47e0-9e2e-db8fcdff6e10	5	4	20	4	4	4	4
3dcf31cc-9008-4527-9fdd-a2a211866b02	5	4	37	5	10	7	7
7ae0fe1c-229a-4c03-8590-b45f3b4c4508	5	4	20	4	4	4	4
683ead75-00f7-4a60-9948-bf9aaf2583ad	5	4	15	3	3	3	3
7603cdee-18a2-43ae-9d9d-78aa334d9717	5	4	15	3	3	3	3
db84fe77-de30-49b9-bf8d-79f3e70628c5	5	4	20	4	4	4	4
fa7fc0a9-5978-4e0c-9c5d-c4a8bb918cb8	5	4	37	5	10	7	7
0a58da73-fa0d-4b19-b815-5ea0c4b5bcd1	2	7	45	20	25	22	22
3f9ac667-93ce-46f2-9e52-a57c7b49665b	2	7	45	20	25	22	22
350ba6f6-a765-42b0-88b4-ba3e345f1aeb	2	7	45	20	25	22	22
fbb43095-753d-4255-be8c-ccb1a220a1cd	2	7	45	20	25	22	22
792a0f28-ed02-4bda-b538-7bfab9da4c35	2	7	45	20	25	22	22
3517b2d7-2976-43c2-bbe3-f08cad27527a	2	7	45	20	25	22	22
b87dfeb0-f09e-4db1-8c25-b6b027d0886b	2	7	45	20	25	22	22
b79120b2-f3f8-4020-a5c4-5609f9a68413	2	7	45	20	25	22	22
41288d35-919d-4e37-87a2-fdda41d51678	2	7	45	20	25	22	22
cc242774-edc1-4b3b-9391-cbbe871db4f4	2	7	45	20	25	22	22
a0c2d1b9-5fca-45b5-a076-522ad94df9a8	2	7	45	20	25	22	22
c0a3eca4-5e69-4990-894d-35684d40987b	2	7	45	20	25	22	22
64eaca18-926d-453e-9515-975b81caa093	2	7	45	20	25	22	22
ea3136a6-23f4-463e-818d-716a46acb7b2	2	7	45	20	25	22	22
b298fb1c-fb2c-49b0-9f0e-26beda8505c1	2	7	45	20	25	22	22
b2fdedb0-6d9a-4345-b2a5-c13f4eb74a09	2	7	45	20	25	22	22
7dea6f53-3458-420f-914e-59bec0783334	2	7	45	20	25	22	22
be45bc0c-f2d5-40bc-813e-86b7fa3c2ccd	2	7	45	20	25	22	22
ad52481c-3579-436f-89af-110c7dfcc64d	2	7	45	20	25	22	22
e241c3fa-1d68-470a-852b-2e9943899d57	2	7	45	20	25	22	22
b2e22890-c09b-49d9-b82c-efbdd08301aa	2	7	45	20	25	22	22
081e3f05-0020-49df-8adf-232c77e9c3df	2	7	45	20	25	22	22
fb87d771-655c-4654-8222-cd3801c6206c	2	7	45	20	25	22	22
871fd44d-a727-46f4-886d-87eab5c76978	2	7	45	20	25	22	22
b9973e64-1bc1-46d5-90d0-b5c12b8a0978	2	7	45	20	25	22	22
af376031-392d-491c-bf25-593e09caa5b7	2	7	45	20	25	22	22
d1e90d77-ac96-4f9c-8e84-bc7c94305d1a	2	7	45	20	25	22	22
f4506d02-c7e4-4d66-b989-7751a03aee05	2	7	45	20	25	22	22
cbace795-a36c-4bbc-8345-5f55efc1e411	2	7	45	20	25	22	22
3dd9b033-ce2d-4c37-bcd3-db6dd5fc1cdb	2	7	45	20	25	22	22
01b2eeeb-182c-482f-9db0-438211e9bd7c	2	7	45	20	25	22	22
c55bf842-c09c-4e83-8eac-345ef23d796c	2	7	45	20	25	22	22
f3302c31-b967-41e7-a64e-322adf1ea018	2	7	45	20	25	22	22
ee49e233-f1fe-4ec3-a64a-33b45cef9d5f	2	7	45	20	25	22	22
f7cdeafe-103c-41df-8d94-d003634f18cd	2	7	45	20	25	22	22
d589ddb6-79aa-47ac-a8b3-8e7969d7ae50	2	7	45	20	25	22	22
710e137a-4c61-4250-9661-11030d6c0829	2	7	45	20	25	22	22
de84ed4b-ac63-4e83-a3e2-098a19c25ead	2	7	45	20	25	22	22
9b738ed2-8a03-4247-a8b0-79a676d85ec7	2	7	45	20	25	22	22
2e11741a-9a55-4c5a-9f36-86a9509cbaf8	2	7	45	20	25	22	22
ff7951c8-5f43-40a0-a095-0532da692a8c	2	7	45	20	25	22	22
bd0275a1-da5e-482b-b05e-88d3ba5a357e	2	7	45	20	25	22	22
4575f993-819e-49da-bad7-75ac5d3b7577	2	7	45	20	25	22	22
4baaf0c0-4583-45b7-90ba-f8ff708875c2	2	7	45	20	25	22	22
19ed6257-dbb5-4b6e-9420-6713eccd88a7	2	7	45	20	25	22	22
bfa1cc62-2e0e-423e-9fd6-075d3213f5c0	2	7	45	20	25	22	22
6a2a64e4-8f84-4554-99b2-e5bb04fd6143	150370	13	862210	4	22	5	7
05a38c98-1c91-41f3-bc74-72a7751c7d19	150370	13	862210	4	22	5	7
3eb4e884-9191-411e-9eb1-ad521d18e1c0	150370	13	862210	4	22	5	7
f8601d04-7ff9-48e0-9bda-b350ba3e6d9a	150370	13	862210	4	22	5	7
3b1211ce-38f8-4d2c-ac0d-43ecc4d6419f	150370	13	862210	4	22	5	7
1f80e742-c4c8-4fe6-87b7-60f29af4e24a	150370	13	862210	4	22	5	7
8633c3d6-0128-428c-ae57-6fde6d70b8c5	150370	13	862210	4	22	5	7
56fd0686-e193-4e9f-82f2-1d7e266a156b	150370	13	862210	4	22	5	7
7cf9d931-5c55-48a3-bb81-f4e0678ec93c	150370	13	862210	4	22	5	7
eacec41b-55ca-4cd3-8157-b769fcd9e23a	150370	13	862210	4	22	5	7
64ae0fc6-8b3b-425b-8cd4-45d0c581e932	150370	13	862210	4	22	5	7
a611f00f-0834-4d5a-999b-ea65a0f95547	150370	13	862210	4	22	5	7
47a05821-6367-424e-8524-acaf71df6405	150370	13	862210	4	22	5	7
fcff188d-0e73-4d6d-ad31-88ec60428c39	150370	13	862210	4	22	5	7
491f11d0-d702-4b51-9848-34377160bede	13087	24	262200	3	175	20	11
bdbd5eb0-1ae4-41d1-8b0b-1a370deeb515	13087	24	262200	3	175	20	11
c65ec374-8d54-46ec-ba49-d24f88ec5737	13087	24	262200	3	175	20	11
b64136a7-fb7d-487e-92b7-1f811c507cc4	13087	24	262200	3	175	20	11
349401ea-d346-464b-b29a-6c6610214b63	13087	24	262200	3	175	20	11
27d8fde3-fada-446e-93e1-b5a824e34356	13087	24	262200	3	175	20	11
53b8455f-0d11-4d0f-8f15-fd707374356b	13087	24	262200	3	175	20	11
42218c4b-ca68-44db-9d7b-4af3dbfc91b5	13087	24	262200	3	175	20	11
ea2b7769-3e63-41ce-9230-1c6d6ec5ff41	13087	24	262200	3	175	20	11
bb982432-5fc8-48ab-9448-c7fac5481fcd	13087	24	262200	3	175	20	11
6887d81c-8a02-4911-9140-86938bdc4e9b	13087	24	262200	3	175	20	11
e1e0ed6a-87e7-4300-a7f1-faceb26a3985	13087	24	262200	3	175	20	11
9f8e608c-b75b-4ef8-bfc1-77dcacea6d26	13087	24	262200	3	175	20	11
6047c905-4afb-49a7-ac21-eb68f3606106	13087	24	262200	3	175	20	11
e0b9b339-c2ef-42a1-ae6b-ab547b3feda5	150370	13	862210	4	22	5	7
5ea5e371-6a5c-4f22-bc6f-8631788fc6de	150370	13	862210	4	22	5	7
e0c672dc-0879-479a-a7a1-6e92b8e272de	150370	13	862210	4	22	5	7
a79feb0b-9e78-4207-905f-af1856121ed7	150370	13	862210	4	22	5	7
f344f94d-ab9b-484b-97ca-69297ee41ac9	150370	13	862210	4	22	5	7
ea986fd8-3fa1-45c5-a308-ae52cc48b3f8	150370	13	862210	4	22	5	7
8c91ff95-c082-497b-8930-c26ac0e9907f	150370	13	862210	4	22	5	7
c8adef9a-24d5-4ada-ab8f-4451c1e4caea	150370	13	862210	4	22	5	7
4cc4a638-5f06-45b0-934e-ade7b4566c29	150370	13	862210	4	22	5	7
e6bc46d1-9741-4359-bedc-5d12fc495c7a	150370	13	862210	4	22	5	7
327b6d0c-a30c-43e5-b407-44499a22b11c	150370	13	862210	4	22	5	7
756e6410-9408-42a1-a182-f26f237957a2	150370	13	862210	4	22	5	7
3eab71fa-8643-4023-bb96-c3222553aefe	150370	13	862210	4	22	5	7
08845507-3d24-46da-a6df-d90d58ed8250	150370	13	862210	4	22	5	7
c9ae13b9-1c59-400c-9260-6476aff5cfab	150370	13	862210	4	22	5	7
3cd49514-b01b-4292-9c54-231e9ebdaf75	150370	13	862210	4	22	5	7
3ded9f44-c334-4959-b287-dc4b8525338f	150370	13	862210	4	22	5	7
9e37d77d-4c10-4d51-bd76-65d2edbc73a4	150370	13	862210	4	22	5	7
6a9f35dc-16b8-4f2e-90a1-0886a448c432	150370	13	862210	4	22	5	7
ceef893b-827e-46e5-829c-b5108e13770b	150370	13	862210	4	22	5	7
0541dd28-5c0f-4ee9-bc74-920da474990c	150370	13	862210	4	22	5	7
fb83e151-a6b8-4667-b8c3-09d381e7817e	150370	13	862210	4	22	5	7
effbe555-92d3-44c3-aea4-4b62261b6d6b	150370	13	862210	4	22	5	7
198df69d-ddaf-4a65-9e49-464f22fb7731	150370	13	862210	4	22	5	7
16c2c53d-96e3-4d90-bee7-325d03708ce9	150370	13	862210	4	22	5	7
d2ede706-9f01-40ca-b53e-069250e377b6	4580	12	30500	4	17	6	6
f0a6aa29-ec21-4da0-ac99-729de8a3baba	4580	12	30500	4	17	6	6
34df1bea-46a4-4c16-9faf-c93debbbe766	4580	12	30500	4	17	6	6
870830f2-e89d-4aa3-9483-21354931eead	4580	12	30500	4	17	6	6
ee2cd0f0-253d-4a60-a0f5-bab675c72c90	4580	12	30500	4	17	6	6
dcc5b776-2787-4dfb-b859-29c3c8b74ecd	4580	12	30500	4	17	6	6
84fb242b-700f-4bb8-89f1-b11538e8a9fc	4580	12	30500	4	17	6	6
691727da-3356-4256-9fb3-16d2e708e244	4580	12	30500	4	17	6	6
8bce66bf-b99b-4724-8695-7c02ffe9fd47	4580	12	30500	4	17	6	6
4919f010-27ff-4971-8caa-a9f420dcddab	4580	12	30500	4	17	6	6
4a5258f6-4e6f-4a47-8a04-ab2355050512	4580	12	30500	4	17	6	6
28acee8b-78d6-43ef-87d2-9619c670e8a5	4580	12	30500	4	17	6	6
973ce231-06d1-4774-915f-af0a818d4232	4580	12	30500	4	17	6	6
117aaecc-d5b2-4ea0-aafc-fb49a22c2ffa	4580	12	30500	4	17	6	6
972e89ca-a001-4985-9a90-8635c8994f12	4580	12	30500	4	17	6	6
38308ef3-d122-4573-9f9d-b27368eded3e	4580	12	30500	4	17	6	6
b10a39aa-bbde-4974-bc95-16e5df43fb1f	4580	12	30500	4	17	6	6
aef3628b-e124-43a3-a6dc-333fa30db2b0	4580	12	30500	4	17	6	6
5e4d30e5-fa5f-4e3c-9156-94e409e0e62c	13087	24	262200	3	175	20	11
a3e02162-c803-4a01-9bb8-490916542017	13087	24	262200	3	175	20	11
5d93e204-70c3-44cd-998a-3bf5691df48a	13087	24	262200	3	175	20	11
c66ee901-3c10-4335-95c6-59f48879ed95	13087	24	262200	3	175	20	11
c11a22fc-f219-4363-8b73-a637cf6f8d22	13087	24	262200	3	175	20	11
7c429934-cfa4-4cf2-9802-41e1e9257cda	13087	24	262200	3	175	20	11
bd8d038f-10ff-4f41-a76f-c666adc72ac5	13087	24	262200	3	175	20	11
038e5da0-ad65-407f-9d97-83d84592fe87	13087	24	262200	3	175	20	11
fbd54937-04a6-452f-8f48-0505fc4ddef0	13087	24	262200	3	175	20	11
a1eb9c12-7262-4128-80de-79f5614aabf1	13087	24	262200	3	175	20	11
4251a70c-bf35-407e-8b03-ae32cf7383ce	13087	24	262200	3	175	20	11
780dd590-0239-4911-908d-df69c2b911df	13087	24	262200	3	175	20	11
a736264c-d057-4529-aa88-d161471666dc	13087	24	262200	3	175	20	11
5b007c97-2ecc-4d5a-b56a-955a89753b93	13087	24	262200	3	175	20	11
dd3829d7-291d-4e71-a83a-c1f229023c62	13087	24	262200	3	175	20	11
f5e2dc02-44e5-41e8-8e10-9130e42ddbe2	13087	24	262200	3	175	20	11
27a98204-7a3e-49ec-8117-be90fad7f16b	13087	24	262200	3	175	20	11
a2820905-5e96-46dc-adca-4a929cc4ed71	13087	24	262200	3	175	20	11
82d67486-976a-448e-b087-3e26f0d293c7	2	7	45	20	25	22	22
9234b4fb-8711-4f3f-82c8-b1383b13ab48	2	7	45	20	25	22	22
203bba37-fddf-450c-8fec-837d62213bd0	2	7	45	20	25	22	22
22eda992-a1ef-4f9d-a9f2-3fb85291819e	2	7	45	20	25	22	22
c17df96f-6ee8-4f25-bd28-a51fa6e1f9b3	2	7	45	20	25	22	22
69b8d554-f545-423e-8323-5652ff10d0df	2	7	45	20	25	22	22
58477d99-9384-4f9a-89e8-34c09240978f	2	7	45	20	25	22	22
be79715f-e7d4-491d-92dc-8cfddbd2432b	2	7	45	20	25	22	22
a1d8eba0-d177-4832-99b5-88d368d7a36c	2	7	45	20	25	22	22
24aaaba7-5b05-4ae5-bc9a-2fd7239e6a0b	2	7	45	20	25	22	22
128be2a0-1a4d-439b-b7db-5f2eb2ebd5f9	2	7	45	20	25	22	22
03294276-7d02-4399-806b-70e56ec8d866	2	7	45	20	25	22	22
ff991882-389c-4e95-b710-f530f6f515b3	2	7	45	20	25	22	22
9ad44982-403a-4605-9ca5-b2963d9c19e8	2	7	45	20	25	22	22
e99c2cca-3136-466c-b7fc-83778f2b7de3	2	7	45	20	25	22	22
1585f3fc-984d-4f8f-911d-aae06882aad4	2	7	45	20	25	22	22
de421092-872a-4f4f-bbe7-4d76aab52e43	2	7	45	20	25	22	22
159f24f0-26a7-4ad9-ac6f-43eb16c46836	2	7	45	20	25	22	22
c0c029c4-9d32-4203-a52b-d1e9a39b960b	251734	42	1595923	1	990	6	5
dd28b824-5efd-4896-b16c-a1ae53267711	251734	42	1595923	1	990	6	5
707104af-4e13-4076-940c-c66e14c94cd7	100	13	1666	9	39	16	15
0d9b5fae-2dd2-4867-997e-60f3bfb83885	100	13	1666	9	39	16	15
ce0438ad-cdf6-4ccc-bfc2-45ffd9297c45	100	13	1666	9	39	16	15
b7bca027-c6cb-4935-8a67-33016e1fd550	100	13	1666	9	39	16	15
195e4682-210a-4d17-8e30-aa2d6470f629	100	13	1666	9	39	16	15
687d7e6f-e2e5-4596-97d5-50de0f1e9ac7	100	13	1666	9	39	16	15
b8c4ead0-3d7c-43c0-b90f-a2967eb35287	100	13	1666	9	39	16	15
a69858fc-555b-423d-b964-c8203e6578db	100	13	1666	9	39	16	15
5e2f9381-1002-4c2f-9825-6c67f8ee0d0f	100	13	1666	9	39	16	15
599fc115-9bb9-425d-bf82-aeab13371af1	100	13	1666	9	39	16	15
1a543bd4-c198-444e-aac6-8be0013d309c	100	13	1666	9	39	16	15
83eecd41-0842-43f1-9abd-a18692eac9e1	100	13	1666	9	39	16	15
f03ebbaa-bea7-4a3c-9884-2adf9e8a329b	100	13	1666	9	39	16	15
f36588d7-3abd-418e-aaf4-0a117dccecc3	100	13	1666	9	39	16	15
d433717c-53d9-4ccd-9fe6-1f4f02a7fe96	100	13	1666	9	39	16	15
84bd8875-bd47-4a96-82ef-366a8cb474e0	100	13	1666	9	39	16	15
581bb0b4-d0c9-4b4f-8c29-f162fe2a4c17	100	13	1666	9	39	16	15
5eda83a4-7a59-4901-a35a-ce49f5f1e8ef	100	13	1666	9	39	16	15
d289afc8-2b3d-4504-9769-cd52850218f3	251734	42	1595923	1	990	6	5
5ac4c315-d361-4c57-9504-6407623bf859	251734	42	1595923	1	990	6	5
3458a9b5-d28e-4394-a469-a36454daf9f4	251734	42	1595923	1	990	6	5
bdd2e545-d5d7-4549-8f93-3748e326009b	251734	42	1595923	1	990	6	5
2df15beb-1608-4984-9fef-59258b569942	251734	42	1595923	1	990	6	5
34d1662a-4a41-4ceb-a39b-80a1ebf8363b	251734	42	1595923	1	990	6	5
34e044c0-5774-419c-afb8-e9274b53ab8d	251734	42	1595923	1	990	6	5
88f208cf-4dee-46e7-b7df-6bd5ab4ecbd1	251734	42	1595923	1	990	6	5
4877ba0b-f40d-45e3-8f21-fbfb9183aae7	251734	42	1595923	1	990	6	5
5382042c-74cb-472c-8d83-78cb2f6ec671	150370	13	862210	4	22	5	7
2fc79e8b-ce3a-473f-af17-2feee975e3f7	150370	13	862210	4	22	5	7
793b56e6-1c0c-4e39-b7ee-381d9a1f0d67	150370	13	862210	4	22	5	7
d96424ea-25e8-4f47-801c-9e8969d7f93a	4580	12	30500	4	17	6	6
9b43f703-7ed2-43f7-90c0-d98a123e354b	4580	12	30500	4	17	6	6
38cc7630-04b4-494b-8c59-2b3465b62770	4580	12	30500	4	17	6	6
0a26ab7f-2adc-4ac3-a654-b0eb78b164f6	13087	24	262200	3	175	20	11
6168d42e-a6ff-4f1f-ba13-00c14f10ff9a	13087	24	262200	3	175	20	11
8c06c9c1-96be-4c80-999c-e04b18452a0e	13087	24	262200	3	175	20	11
f46ab800-6719-47ca-bd1b-6b31a96369c3	2	7	45	20	25	22	22
1dc11354-b187-4da0-a466-ffc0c0af0fdd	2	7	45	20	25	22	22
5b8af0c9-f00f-4df4-b5e4-7acf5fa74853	2	7	45	20	25	22	22
d8c0dd0d-eea3-4596-b268-0aeb14351ff3	100	13	1666	9	39	16	15
54c54512-e4ca-4daf-b0cf-ecdf1fecfa50	100	13	1666	9	39	16	15
fd7f4773-2ea9-43ef-b2ad-d2dd9bccf459	100	13	1666	9	39	16	15
4c80cf45-d31f-4cf5-9c16-b18a9b3d3d3a	251734	42	1595923	1	990	6	5
6b803c30-4096-493d-a274-b6720b83ebe4	251734	42	1595923	1	990	6	5
a29e7c4b-0cc5-49eb-9458-e753d9851096	251734	42	1595923	1	990	6	5
daf22ad8-6597-44f2-8ad5-e5bf4b1e3381	251734	42	1595923	1	990	6	5
8191fedd-8e43-4eb2-9f2d-65eb0c174359	13087	24	262200	3	175	20	11
8107b667-d960-4648-88d2-cd0ec4e2f67f	13087	24	262200	3	175	20	11
ffee73e3-9700-4c63-aaec-425a91ed46dc	13087	24	262200	3	175	20	11
421b82ff-0d81-468a-b376-00f6a980e16a	13087	24	262200	3	175	20	11
f47fc215-db47-4b67-b704-c0f5f2303527	13087	24	262200	3	175	20	11
f532545b-cab9-4a9d-aa15-a5cbbd72e4a3	2	7	45	20	25	22	22
e1f28d5a-3326-4971-9e9e-ec2212f25e39	2	7	45	20	25	22	22
fc0757d7-faee-40c5-8c0b-f08df1450796	2	7	45	20	25	22	22
30319b46-3c1e-4e65-aa2f-201c4811f547	13087	24	262200	3	175	20	11
f079b94b-7426-45d7-9477-723a1891e98a	13087	24	262200	3	175	20	11
d665ad53-d481-44ab-a30f-ecf26d00d538	13087	24	262200	3	175	20	11
af1240a4-4a92-4314-a1f6-2329f20b2cf6	13087	24	262200	3	175	20	11
2b5cfca6-e249-495e-ba52-6d54f736aedc	251734	42	1595923	1	990	6	5
7924e517-498e-44f8-9731-30b0543de4c3	251734	42	1595923	1	990	6	5
43ae6fa9-ad6b-4e75-a660-4004fadb937c	251734	42	1595923	1	990	6	5
f6aee530-408b-4226-b1cf-d38087a04fdc	251734	42	1595923	1	990	6	5
a3f9437a-ff3c-42b6-8d92-01830a599367	100	11	1466	7	37	14	13
1151b6f2-0a5f-42f9-aa94-2347c94b3dbe	100	11	1466	7	37	14	13
